"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","block","last_risk","experiment"
"1:1311",11,"first_win",919,0,"right",0.5,"3","first_time",0.1125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,0,"Gain"
"1:1312",12,"first_win",706,0,"right",0.5,"3","first_time",0.125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,0,"Gain"
"1:1313",13,"first_win",881,1,"left",1,"4","first_time",0.15,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,0,"Gain"
"1:1314",14,"first_win",167,1,"left",0,"4","first_time",0.15,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,1,"Gain"
"1:1315",15,"first_win",929,0,"right",0.5,"3","first_time",0.1625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,0,"Gain"
"1:1316",16,"first_win",269,0,"right",0.5,"3","first_time",0.175,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,0,"Gain"
"1:1317",17,"first_win",94,1,"left",0,"4","first_time",0.175,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,0,"Gain"
"1:1318",18,"first_win",343,1,"left",1,"4","first_time",0.2,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,0,"Gain"
"1:1319",19,"first_win",346,0,"right",0.5,"3","first_time",0.2125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,1,"Gain"
"1:1320",20,"first_win",645,0,"right",0.5,"3","first_time",0.225,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,1,1,"Gain"
"1:1321",21,"first_win",197,1,"left",0,"4","first_time",0.225,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1322",22,"first_win",209,1,"left",1,"4","first_time",0.25,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,0,"Gain"
"1:1323",23,"first_win",132,0,"right",0.5,"3","first_time",0.2625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1324",24,"first_win",233,0,"right",0.5,"3","first_time",0.275,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1325",25,"first_win",27,1,"left",1,"4","first_time",0.3,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1326",26,"first_win",253,0,"right",0.5,"3","first_time",0.3125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1327",27,"first_win",256,1,"left",1,"4","first_time",0.3375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1328",28,"first_win",472,0,"right",0.5,"3","first_time",0.35,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1329",29,"first_win",738,1,"left",0,"4","first_time",0.35,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1330",30,"first_win",18,1,"left",0,"4","first_time",0.35,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,0,"Gain"
"1:1331",31,"first_win",265,0,"right",0.5,"3","first_time",0.3625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,0,"Gain"
"1:1332",32,"first_win",800,0,"right",0.5,"3","first_time",0.375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,0,"Gain"
"1:1333",33,"first_win",634,1,"left",0,"4","first_time",0.375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,0,"Gain"
"1:1334",34,"first_win",600,0,"right",0.5,"3","first_time",0.3875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,0,"Gain"
"1:1335",35,"first_win",91,1,"left",0,"4","first_time",0.3875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,0,"Gain"
"1:1336",36,"first_win",192,1,"left",1,"4","first_time",0.4125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,0,"Gain"
"1:1337",37,"first_win",208,0,"right",0.5,"3","first_time",0.425,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1338",38,"first_win",244,0,"right",0.5,"3","first_time",0.4375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1339",39,"first_win",700,1,"left",1,"4","first_time",0.4625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1340",40,"first_win",197,0,"right",0.5,"3","first_time",0.475,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,2,1,"Gain"
"1:1341",41,"first_win",555,1,"left",0,"4","first_time",0.475,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1342",42,"first_win",873,1,"left",0,"4","first_time",0.475,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,0,"Gain"
"1:1343",43,"first_win",932,0,"right",0.5,"3","first_time",0.4875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,0,"Gain"
"1:1344",44,"first_win",218,0,"right",0.5,"3","first_time",0.5,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,0,"Gain"
"1:1345",45,"first_win",85,1,"left",1,"4","first_time",0.525,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,0,"Gain"
"1:1346",46,"first_win",738,0,"right",0.5,"3","first_time",0.5375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1347",47,"first_win",455,0,"right",0.5,"3","first_time",0.55,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1348",48,"first_win",210,1,"left",1,"4","first_time",0.575,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1349",49,"first_win",64,0,"right",0.5,"3","first_time",0.5875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1350",50,"first_win",21,0,"right",0.5,"3","first_time",0.6,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1351",51,"first_win",892,1,"left",1,"4","first_time",0.625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1352",52,"first_win",27,0,"right",0.5,"3","first_time",0.6375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1353",53,"first_win",693,0,"right",0.5,"3","first_time",0.65,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1354",54,"first_win",683,1,"left",0,"4","first_time",0.65,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1355",55,"first_win",691,0,"right",0.5,"3","first_time",0.6625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,0,"Gain"
"1:1356",56,"first_win",206,0,"right",0.5,"3","first_time",0.675,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,0,"Gain"
"1:1357",57,"first_win",335,1,"left",1,"4","first_time",0.7,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,0,"Gain"
"1:1358",58,"first_win",413,0,"right",0.5,"3","first_time",0.7125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1359",59,"first_win",490,1,"left",1,"4","first_time",0.7375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1360",60,"first_win",226,0,"right",0.5,"3","first_time",0.75,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,3,1,"Gain"
"1:1361",61,"first_win",918,1,"left",0,"4","first_time",0.75,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1362",62,"first_win",687,0,"right",0.5,"3","first_time",0.7625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1363",63,"first_win",689,0,"right",0.5,"3","first_time",0.775,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1364",64,"first_win",125,0,"right",0.5,"3","first_time",0.7875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1365",65,"first_win",536,1,"left",1,"4","first_time",0.8125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1366",66,"first_win",561,0,"right",0.5,"3","first_time",0.825,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1367",67,"first_win",20,1,"left",1,"4","first_time",0.85,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1368",68,"first_win",190,0,"right",0.5,"3","first_time",0.8625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1369",69,"first_win",239,0,"right",0.5,"3","first_time",0.875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1370",70,"first_win",210,1,"left",0,"4","first_time",0.875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1371",71,"first_win",33,0,"right",0.5,"3","first_time",0.8875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1372",72,"first_win",690,0,"right",0.5,"3","first_time",0.9,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1373",73,"first_win",936,0,"right",0.5,"3","first_time",0.9125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1374",74,"first_win",210,1,"left",1,"4","first_time",0.9375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1375",75,"first_win",705,0,"right",0.5,"3","first_time",0.95,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1376",76,"first_win",781,1,"left",1,"4","first_time",0.975,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1377",77,"first_win",108,0,"right",0.5,"3","first_time",0.9875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1378",78,"first_win",350,1,"left",0,"4","first_time",0.9875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,1,"Gain"
"1:1379",79,"first_win",700,0,"right",0.5,"3","first_time",1,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1380",80,"first_win",357,0,"right",0.5,"3","first_time",1.0125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,4,0,"Gain"
"1:1381",81,"first_win",137,0,"right",0.5,"3","first_time",1.025,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1382",82,"first_win",108,1,"left",0,"4","first_time",1.025,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1383",83,"first_win",24,0,"right",0.5,"3","first_time",1.0375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1384",84,"first_win",364,0,"right",0.5,"3","first_time",1.05,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1385",85,"first_win",469,0,"right",0.5,"3","first_time",1.0625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1386",86,"first_win",247,0,"right",0.5,"3","first_time",1.075,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1387",87,"first_win",567,1,"left",0,"4","first_time",1.075,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1388",88,"first_win",352,0,"right",0.5,"3","first_time",1.0875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1389",89,"first_win",57,0,"right",0.5,"3","first_time",1.1,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1390",90,"first_win",84,0,"right",0.5,"3","first_time",1.1125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1391",91,"first_win",259,0,"right",0.5,"3","first_time",1.125,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1392",92,"first_win",354,0,"right",0.5,"3","first_time",1.1375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1393",93,"first_win",196,0,"right",0.5,"3","first_time",1.15,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1394",94,"first_win",704,0,"right",0.5,"3","first_time",1.1625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1395",95,"first_win",458,0,"right",0.5,"3","first_time",1.175,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1396",96,"first_win",313,0,"right",0.5,"3","first_time",1.1875,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1397",97,"first_win",738,0,"right",0.5,"3","first_time",1.2,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1398",98,"first_win",548,1,"left",1,"4","first_time",1.225,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,0,"Gain"
"1:1399",99,"first_win",86,0,"right",0.5,"3","first_time",1.2375,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,1,"Gain"
"1:1400",100,"first_win",343,1,"left",1,"4","first_time",1.2625,"cd14","General","Restaurant",22,"M",2.5,0.383838383838384,30,5,1,"Gain"
"1:1401",1,"first_win",939,1,"left",1,"3","first_time",0.025,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,NA,"Gain"
"1:1402",2,"first_win",944,0,"right",0.5,"1","first_time",0.0375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1403",3,"first_win",168,0,"right",0.5,"1","first_time",0.05,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1404",4,"first_win",905,1,"left",0,"3","first_time",0.05,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1405",5,"first_win",514,1,"left",1,"3","first_time",0.075,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,0,"Gain"
"1:1406",6,"first_win",830,0,"right",0.5,"1","first_time",0.0875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1407",7,"first_win",257,0,"right",0.5,"1","first_time",0.1,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1408",8,"first_win",942,0,"right",0.5,"1","first_time",0.1125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1409",9,"first_win",230,1,"left",0,"3","first_time",0.1125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1410",10,"first_win",387,1,"left",1,"3","first_time",0.1375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,0,"Gain"
"1:1411",11,"first_win",250,0,"right",0.5,"1","first_time",0.15,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1412",12,"first_win",355,1,"left",0,"3","first_time",0.15,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1413",13,"first_win",380,1,"left",1,"3","first_time",0.175,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,0,"Gain"
"1:1414",14,"first_win",116,0,"right",0.5,"1","first_time",0.1875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1415",15,"first_win",100,0,"right",0.5,"1","first_time",0.2,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1416",16,"first_win",274,1,"left",0,"3","first_time",0.2,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,1,"Gain"
"1:1417",17,"first_win",622,1,"left",0,"3","first_time",0.2,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,0,"Gain"
"1:1418",18,"first_win",748,0,"right",0.5,"1","first_time",0.2125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,0,"Gain"
"1:1419",19,"first_win",369,0,"right",0.5,"1","first_time",0.225,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,0,"Gain"
"1:1420",20,"first_win",78,0,"right",0.5,"1","first_time",0.2375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,1,0,"Gain"
"1:1421",21,"first_win",101,0,"right",0.5,"1","first_time",0.25,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1422",22,"first_win",103,0,"right",0.5,"1","first_time",0.2625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1423",23,"first_win",930,0,"right",0.5,"1","first_time",0.275,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1424",24,"first_win",781,0,"right",0.5,"1","first_time",0.2875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1425",25,"first_win",205,1,"left",0,"3","first_time",0.2875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1426",26,"first_win",74,0,"right",0.5,"1","first_time",0.3,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1427",27,"first_win",78,0,"right",0.5,"1","first_time",0.3125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1428",28,"first_win",365,0,"right",0.5,"1","first_time",0.325,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1429",29,"first_win",266,0,"right",0.5,"1","first_time",0.3375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1430",30,"first_win",64,0,"right",0.5,"1","first_time",0.35,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1431",31,"first_win",94,0,"right",0.5,"1","first_time",0.3625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1432",32,"first_win",240,0,"right",0.5,"1","first_time",0.375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1433",33,"first_win",67,0,"right",0.5,"1","first_time",0.3875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1434",34,"first_win",45,0,"right",0.5,"1","first_time",0.4,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1435",35,"first_win",349,0,"right",0.5,"1","first_time",0.4125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1436",36,"first_win",700,1,"left",0,"3","first_time",0.4125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1437",37,"first_win",651,0,"right",0.5,"1","first_time",0.425,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1438",38,"first_win",71,0,"right",0.5,"1","first_time",0.4375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1439",39,"first_win",701,1,"left",0,"3","first_time",0.4375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1440",40,"first_win",856,0,"right",0.5,"1","first_time",0.45,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,2,0,"Gain"
"1:1441",41,"first_win",742,0,"right",0.5,"1","first_time",0.4625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,0,"Gain"
"1:1442",42,"first_win",2,NA,NA,-1,NA,"first_time",0.4625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,0,"Gain"
"1:1443",43,"first_win",820,0,"right",0.5,"1","first_time",0.475,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,0,"Gain"
"1:1444",44,"first_win",467,0,"right",0.5,"1","first_time",0.4875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,0,"Gain"
"1:1445",45,"first_win",706,0,"right",0.5,"1","first_time",0.5,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,0,"Gain"
"1:1446",46,"first_win",58,1,"left",1,"3","first_time",0.525,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,0,"Gain"
"1:1447",47,"first_win",75,0,"right",0.5,"1","first_time",0.5375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1448",48,"first_win",159,0,"right",0.5,"1","first_time",0.55,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1449",49,"first_win",206,0,"right",0.5,"1","first_time",0.5625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1450",50,"first_win",67,0,"right",0.5,"1","first_time",0.575,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1451",51,"first_win",494,0,"right",0.5,"1","first_time",0.5875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1452",52,"first_win",350,0,"right",0.5,"1","first_time",0.6,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1453",53,"first_win",552,0,"right",0.5,"1","first_time",0.6125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1454",54,"first_win",778,0,"right",0.5,"1","first_time",0.625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1455",55,"first_win",67,0,"right",0.5,"1","first_time",0.6375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1456",56,"first_win",39,0,"right",0.5,"1","first_time",0.65,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1457",57,"first_win",94,0,"right",0.5,"1","first_time",0.6625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1458",58,"first_win",62,0,"right",0.5,"1","first_time",0.675,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1459",59,"first_win",705,0,"right",0.5,"1","first_time",0.6875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1460",60,"first_win",561,0,"right",0.5,"1","first_time",0.7,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,3,1,"Gain"
"1:1461",61,"first_win",634,0,"right",0.5,"1","first_time",0.7125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1462",62,"first_win",353,0,"right",0.5,"1","first_time",0.725,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1463",63,"first_win",382,0,"right",0.5,"1","first_time",0.7375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1464",64,"first_win",353,0,"right",0.5,"1","first_time",0.75,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1465",65,"first_win",368,0,"right",0.5,"1","first_time",0.7625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1466",66,"first_win",562,0,"right",0.5,"1","first_time",0.775,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1467",67,"first_win",622,0,"right",0.5,"1","first_time",0.7875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1468",68,"first_win",783,0,"right",0.5,"1","first_time",0.8,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1469",69,"first_win",233,0,"right",0.5,"1","first_time",0.8125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1470",70,"first_win",268,0,"right",0.5,"1","first_time",0.825,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1471",71,"first_win",476,0,"right",0.5,"1","first_time",0.8375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1472",72,"first_win",48,1,"left",0,"3","first_time",0.8375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,1,"Gain"
"1:1473",73,"first_win",463,0,"right",0.5,"1","first_time",0.85,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,0,"Gain"
"1:1474",74,"first_win",210,0,"right",0.5,"1","first_time",0.8625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,0,"Gain"
"1:1475",75,"first_win",481,0,"right",0.5,"1","first_time",0.875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,0,"Gain"
"1:1476",76,"first_win",127,0,"right",0.5,"1","first_time",0.8875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,0,"Gain"
"1:1477",77,"first_win",192,0,"right",0.5,"1","first_time",0.9,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,0,"Gain"
"1:1478",78,"first_win",555,0,"right",0.5,"1","first_time",0.9125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,0,"Gain"
"1:1479",79,"first_win",89,0,"right",0.5,"1","first_time",0.925,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,0,"Gain"
"1:1480",80,"first_win",226,0,"right",0.5,"1","first_time",0.9375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,4,0,"Gain"
"1:1481",81,"first_win",224,0,"right",0.5,"1","first_time",0.95,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,0,"Gain"
"1:1482",82,"first_win",201,0,"right",0.5,"1","first_time",0.9625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,0,"Gain"
"1:1483",83,"first_win",85,0,"right",0.5,"1","first_time",0.975,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,0,"Gain"
"1:1484",84,"first_win",93,1,"left",1,"3","first_time",1,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,0,"Gain"
"1:1485",85,"first_win",236,0,"right",0.5,"1","first_time",1.0125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1486",86,"first_win",85,0,"right",0.5,"1","first_time",1.025,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1487",87,"first_win",484,0,"right",0.5,"1","first_time",1.0375,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1488",88,"first_win",218,0,"right",0.5,"1","first_time",1.05,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1489",89,"first_win",627,0,"right",0.5,"1","first_time",1.0625,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1490",90,"first_win",99,0,"right",0.5,"1","first_time",1.075,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1491",91,"first_win",347,0,"right",0.5,"1","first_time",1.0875,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1492",92,"first_win",66,0,"right",0.5,"1","first_time",1.1,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1493",93,"first_win",856,0,"right",0.5,"1","first_time",1.1125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
"1:1494",94,"first_win",198,0,"right",0.5,"1","first_time",1.125,"cd15","General","Hospital",23,"F",0,0.151515151515152,50,5,1,"Gain"
