"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","block","last_risk","experiment","PANAS_positive","PANAS_negative","draw_left","draw_right","draw_total","draw_risk"
"1:1589",89,"second_win","172",TRUE,"right",0,"4","first_time",1.25,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1590",90,"second_win","0",TRUE,"right",0,"4","first_time",1.25,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1591",91,"second_win","181",FALSE,"left",0.5,"2","first_time",1.2625,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1592",92,"second_win","490",FALSE,"left",0.5,"2","first_time",1.275,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1593",93,"second_win","340",TRUE,"right",1,"4","first_time",1.3,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1594",94,"second_win","221",TRUE,"right",1,"4","first_time",1.325,"cd23","General","Restaurant",22,"M",0,0.52,0,5,1,"Gain",18,23,7,4,9,4
"1:1595",95,"second_win","265",TRUE,"right",1,"4","first_time",1.35,"cd23","General","Restaurant",22,"M",0,0.52,0,5,1,"Gain",18,23,7,4,9,4
"1:1596",96,"second_win","375",TRUE,"right",0,"4","first_time",1.35,"cd23","General","Restaurant",22,"M",0,0.52,0,5,1,"Gain",18,23,7,4,9,4
"1:1597",97,"second_win","194",FALSE,"left",0.5,"2","first_time",1.3625,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1598",98,"second_win","44",FALSE,"left",0.5,"2","first_time",1.375,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1599",99,"second_win","320",FALSE,"left",0.5,"2","first_time",1.3875,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1600",100,"second_win","35",FALSE,"left",0.5,"2","first_time",1.4,"cd23","General","Restaurant",22,"M",0,0.52,0,5,0,"Gain",18,23,7,4,9,4
"1:1601",1,"second_win","-1",NA,NA,-1,NA,"first_time",0,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,NA,"Gain",48,21,4.5,3.5,6,3.5
"1:1602",2,"second_win","836",FALSE,"left",0.5,"2","first_time",0.0125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,NA,"Gain",48,21,4.5,3.5,6,3.5
"1:1603",3,"second_win","1336",FALSE,"left",0.5,"2","first_time",0.025,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,NA,"Gain",48,21,4.5,3.5,6,3.5
"1:1604",4,"second_win","551",TRUE,"right",0,"1","first_time",0.025,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,NA,"Gain",48,21,4.5,3.5,6,3.5
"1:1605",5,"second_win","346",FALSE,"left",0.5,"2","first_time",0.0375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1606",6,"second_win","438",TRUE,"right",1,"1","first_time",0.0625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1607",7,"second_win","1985",TRUE,"right",0,"1","first_time",0.0625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1608",8,"second_win","328",TRUE,"right",1,"1","first_time",0.0875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1609",9,"second_win","347",FALSE,"left",0.5,"2","first_time",0.1,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1610",10,"second_win","265",TRUE,"right",0,"1","first_time",0.1,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1611",11,"second_win","1283",TRUE,"right",1,"1","first_time",0.125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1612",12,"second_win","541",TRUE,"right",0,"1","first_time",0.125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1613",13,"second_win","216",TRUE,"right",0,"1","first_time",0.125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1614",14,"second_win","187",TRUE,"right",1,"1","first_time",0.15,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1615",15,"second_win","175",FALSE,"left",0.5,"2","first_time",0.1625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1616",16,"second_win","163",FALSE,"left",0.5,"2","first_time",0.175,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1617",17,"second_win","150",TRUE,"right",1,"1","first_time",0.2,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1618",18,"second_win","188",FALSE,"left",0.5,"2","first_time",0.2125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1619",19,"second_win","120",FALSE,"left",0.5,"2","first_time",0.225,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1620",20,"second_win","190",TRUE,"right",0,"1","first_time",0.225,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,1,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1621",21,"second_win","170",FALSE,"left",0.5,"2","first_time",0.2375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1622",22,"second_win","335",TRUE,"right",1,"1","first_time",0.2625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1623",23,"second_win","250",FALSE,"left",0.5,"2","first_time",0.275,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1624",24,"second_win","164",TRUE,"right",1,"1","first_time",0.3,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1625",25,"second_win","177",FALSE,"left",0.5,"2","first_time",0.3125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1626",26,"second_win","372",FALSE,"left",0.5,"2","first_time",0.325,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1627",27,"second_win","185",TRUE,"right",1,"1","first_time",0.35,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1628",28,"second_win","322",FALSE,"left",0.5,"2","first_time",0.3625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1629",29,"second_win","124",TRUE,"right",1,"1","first_time",0.3875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1630",30,"second_win","313",FALSE,"left",0.5,"2","first_time",0.4,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1631",31,"second_win","182",TRUE,"right",0,"1","first_time",0.4,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1632",32,"second_win","211",TRUE,"right",1,"1","first_time",0.425,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1633",33,"second_win","411",TRUE,"right",0,"1","first_time",0.425,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1634",34,"second_win","445",TRUE,"right",1,"1","first_time",0.45,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1635",35,"second_win","145",FALSE,"left",0.5,"2","first_time",0.4625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1636",36,"second_win","133",TRUE,"right",1,"1","first_time",0.4875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1637",37,"second_win","152",FALSE,"left",0.5,"2","first_time",0.5,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1638",38,"second_win","197",TRUE,"right",0,"1","first_time",0.5,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1639",39,"second_win","201",TRUE,"right",1,"1","first_time",0.525,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1640",40,"second_win","173",FALSE,"left",0.5,"2","first_time",0.5375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,2,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1641",41,"second_win","1",FALSE,"left",0.5,"2","first_time",0.55,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1642",42,"second_win","174",TRUE,"right",1,"1","first_time",0.575,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1643",43,"second_win","168",FALSE,"left",0.5,"2","first_time",0.5875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1644",44,"second_win","41",TRUE,"right",0,"1","first_time",0.5875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1645",45,"second_win","101",TRUE,"right",0,"1","first_time",0.5875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1646",46,"second_win","184",TRUE,"right",0,"1","first_time",0.5875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1647",47,"second_win","248",TRUE,"right",1,"1","first_time",0.6125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1648",48,"second_win","547",FALSE,"left",0.5,"2","first_time",0.625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1649",49,"second_win","222",TRUE,"right",1,"1","first_time",0.65,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1650",50,"second_win","184",FALSE,"left",0.5,"2","first_time",0.6625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1651",51,"second_win","204",TRUE,"right",0,"1","first_time",0.6625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1652",52,"second_win","319",TRUE,"right",1,"1","first_time",0.6875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1653",53,"second_win","165",FALSE,"left",0.5,"2","first_time",0.7,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1654",54,"second_win","189",TRUE,"right",0,"1","first_time",0.7,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1655",55,"second_win","192",TRUE,"right",1,"1","first_time",0.725,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1656",56,"second_win","243",FALSE,"left",0.5,"2","first_time",0.7375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1657",57,"second_win","208",FALSE,"left",0.5,"2","first_time",0.75,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1658",58,"second_win","243",TRUE,"right",0,"1","first_time",0.75,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1659",59,"second_win","71",TRUE,"right",0,"1","first_time",0.75,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1660",60,"second_win","114",TRUE,"right",0,"1","first_time",0.75,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,3,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1661",61,"second_win","253",FALSE,"left",0.5,"2","first_time",0.7625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1662",62,"second_win","243",FALSE,"left",0.5,"2","first_time",0.775,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1663",63,"second_win","151",TRUE,"right",0,"1","first_time",0.775,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1664",64,"second_win","195",TRUE,"right",1,"1","first_time",0.8,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1665",65,"second_win","346",TRUE,"right",0,"1","first_time",0.8,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1666",66,"second_win","151",TRUE,"right",0,"1","first_time",0.8,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1667",67,"second_win","21",TRUE,"right",1,"1","first_time",0.825,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1668",68,"second_win","177",FALSE,"left",0.5,"2","first_time",0.8375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1669",69,"second_win","178",FALSE,"left",0.5,"2","first_time",0.85,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1670",70,"second_win","260",TRUE,"right",1,"1","first_time",0.875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1671",71,"second_win","151",FALSE,"left",0.5,"2","first_time",0.8875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1672",72,"second_win","195",FALSE,"left",0.5,"2","first_time",0.9,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1673",73,"second_win","200",TRUE,"right",0,"1","first_time",0.9,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1674",74,"second_win","153",TRUE,"right",1,"1","first_time",0.925,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1675",75,"second_win","198",FALSE,"left",0.5,"2","first_time",0.9375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1676",76,"second_win","199",TRUE,"right",1,"1","first_time",0.9625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1677",77,"second_win","162",FALSE,"left",0.5,"2","first_time",0.975,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1678",78,"second_win","117",FALSE,"left",0.5,"2","first_time",0.9875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1679",79,"second_win","169",TRUE,"right",1,"1","first_time",1.0125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1680",80,"second_win","165",FALSE,"left",0.5,"2","first_time",1.025,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,4,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1681",81,"second_win","168",FALSE,"left",0.5,"2","first_time",1.0375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1682",82,"second_win","152",TRUE,"right",1,"1","first_time",1.0625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1683",83,"second_win","197",FALSE,"left",0.5,"2","first_time",1.075,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1684",84,"second_win","174",FALSE,"left",0.5,"2","first_time",1.0875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1685",85,"second_win","164",TRUE,"right",0,"1","first_time",1.0875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1686",86,"second_win","188",TRUE,"right",1,"1","first_time",1.1125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,0,"Gain",48,21,4.5,3.5,6,3.5
"1:1687",87,"second_win","140",FALSE,"left",0.5,"2","first_time",1.125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1688",88,"second_win","1",FALSE,"left",0.5,"2","first_time",1.1375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1689",89,"second_win","16",TRUE,"right",1,"1","first_time",1.1625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1690",90,"second_win","0",FALSE,"left",0.5,"2","first_time",1.175,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1691",91,"second_win","318",FALSE,"left",0.5,"2","first_time",1.1875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1692",92,"second_win","960",TRUE,"right",1,"1","first_time",1.2125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1693",93,"second_win","364",FALSE,"left",0.5,"2","first_time",1.225,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1694",94,"second_win","470",FALSE,"left",0.5,"2","first_time",1.2375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1695",95,"second_win","296",TRUE,"right",1,"1","first_time",1.2625,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1696",96,"second_win","355",FALSE,"left",0.5,"2","first_time",1.275,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1697",97,"second_win","295",FALSE,"left",0.5,"2","first_time",1.2875,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1698",98,"second_win","193",TRUE,"right",1,"1","first_time",1.3125,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1699",99,"second_win","184",FALSE,"left",0.5,"2","first_time",1.325,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1700",100,"second_win","355",FALSE,"left",0.5,"2","first_time",1.3375,"cd24","General","Hospital",23,"M",0,0.525252525252525,0,5,1,"Gain",48,21,4.5,3.5,6,3.5
"1:1701",1,"first_win","1918",TRUE,"right",1,"3","first_time",0.025,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,NA,"Gain",30,11,4.5,6,8.5,6
"1:1702",2,"first_win","2114",TRUE,"right",0,"3","first_time",0.025,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,1,"Gain",30,11,4.5,6,8.5,6
"1:1703",3,"first_win","2808",TRUE,"right",1,"3","first_time",0.05,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1704",4,"first_win","3115",TRUE,"right",0,"3","first_time",0.05,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,1,"Gain",30,11,4.5,6,8.5,6
"1:1705",5,"first_win","2825",FALSE,"left",0.5,"1","first_time",0.0625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1706",6,"first_win","2254",TRUE,"right",0,"3","first_time",0.0625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1707",7,"first_win","1891",FALSE,"left",0.5,"1","first_time",0.075,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1708",8,"first_win","2016",TRUE,"right",0,"3","first_time",0.075,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1709",9,"first_win","1085",FALSE,"left",0.5,"1","first_time",0.0875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1710",10,"first_win","451",FALSE,"left",0.5,"1","first_time",0.1,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1711",11,"first_win","1096",TRUE,"right",1,"3","first_time",0.125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1712",12,"first_win","3157",FALSE,"left",0.5,"1","first_time",0.1375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,1,"Gain",30,11,4.5,6,8.5,6
"1:1713",13,"first_win","515",FALSE,"left",0.5,"1","first_time",0.15,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,1,"Gain",30,11,4.5,6,8.5,6
"1:1714",14,"first_win","281",TRUE,"right",0,"3","first_time",0.15,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,1,"Gain",30,11,4.5,6,8.5,6
"1:1715",15,"first_win","235",TRUE,"right",0,"3","first_time",0.15,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1716",16,"first_win","1042",TRUE,"right",0,"3","first_time",0.15,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1717",17,"first_win","357",FALSE,"left",0.5,"1","first_time",0.1625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1718",18,"first_win","482",TRUE,"right",0,"3","first_time",0.1625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1719",19,"first_win","191",FALSE,"left",0.5,"1","first_time",0.175,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1720",20,"first_win","463",FALSE,"left",0.5,"1","first_time",0.1875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,1,0,"Gain",30,11,4.5,6,8.5,6
"1:1721",21,"first_win","133",FALSE,"left",0.5,"1","first_time",0.2,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,0,"Gain",30,11,4.5,6,8.5,6
"1:1722",22,"first_win","274",FALSE,"left",0.5,"1","first_time",0.2125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,0,"Gain",30,11,4.5,6,8.5,6
"1:1723",23,"first_win","390",FALSE,"left",0.5,"1","first_time",0.225,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,0,"Gain",30,11,4.5,6,8.5,6
"1:1724",24,"first_win","459",TRUE,"right",1,"3","first_time",0.25,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,0,"Gain",30,11,4.5,6,8.5,6
"1:1725",25,"first_win","1169",FALSE,"left",0.5,"1","first_time",0.2625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1726",26,"first_win","551",TRUE,"right",1,"3","first_time",0.2875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1727",27,"first_win","1518",FALSE,"left",0.5,"1","first_time",0.3,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1728",28,"first_win","599",FALSE,"left",0.5,"1","first_time",0.3125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1729",29,"first_win","522",TRUE,"right",1,"3","first_time",0.3375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1730",30,"first_win","1037",FALSE,"left",0.5,"1","first_time",0.35,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1731",31,"first_win","786",TRUE,"right",1,"3","first_time",0.375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1732",32,"first_win","584",TRUE,"right",1,"3","first_time",0.4,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1733",33,"first_win","303",TRUE,"right",0,"3","first_time",0.4,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1734",34,"first_win","165",FALSE,"left",0.5,"1","first_time",0.4125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,0,"Gain",30,11,4.5,6,8.5,6
"1:1735",35,"first_win","505",TRUE,"right",1,"3","first_time",0.4375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,0,"Gain",30,11,4.5,6,8.5,6
"1:1736",36,"first_win","461",TRUE,"right",1,"3","first_time",0.4625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
